interaction_id,customer_id,interaction_date,channel,resolution_status,agent_id,interaction_duration_minutes,follow_up_required
INT_000068,CUST_0396,2025-02-26 21:17:07.688006,Phone,Resolved,AGENT_14,16.940862587569505,False
INT_000069,CUST_0506,2025-05-26 21:17:07.688006,Chat,Resolved,AGENT_20,16.744853698927596,False
INT_000070,CUST_0151,2025-05-26 21:17:07.688006,Chat,Resolved,AGENT_10,54.888766242197384,False
INT_000071,CUST_0634,2025-06-06 21:17:07.688006,Chat,Resolved,AGENT_11,1.867589663286763,True
INT_000072,CUST_0074,2025-02-06 21:17:07.688006,Phone,Resolved,AGENT_08,1.133191342886957,False
INT_000073,CUST_0634,2025-04-06 21:17:07.688006,Email,Resolved,AGENT_19,13.059203163698577,False
INT_000074,CUST_0342,2025-05-25 21:17:07.688006,Phone,Pending,AGENT_04,6.466781049422811,False
INT_000075,CUST_0787,2024-10-18 21:17:07.688006,Chat,Resolved,AGENT_19,1.7682031195782038,False
INT_000076,CUST_0653,2025-02-17 21:17:07.688006,Chat,Resolved,AGENT_08,1.8753934801118441,False
INT_000077,CUST_0001,2024-11-03 21:17:07.688006,Phone,Resolved,AGENT_17,1.2979394803755944,False
INT_000078,CUST_0117,2025-06-05 21:17:07.688006,Phone,Pending,AGENT_13,0.6617849792775284,False
INT_000079,CUST_0886,2025-03-18 21:17:07.688006,Phone,Resolved,AGENT_03,17.83188534421851,True
INT_000080,CUST_0047,2025-02-26 21:17:07.688006,Email,Resolved,AGENT_01,14.81511259512033,False
INT_000081,CUST_0656,2025-10-05 21:17:07.688006,Phone,Resolved,AGENT_06,9.1226289293943,False
INT_000082,CUST_0008,2025-06-17 21:17:07.688006,Email,Resolved,AGENT_18,4.637425245751957,False
INT_000083,CUST_0740,2025-04-08 21:17:07.688006,Chat,Resolved,AGENT_09,5.5556895233154,False
INT_000084,CUST_0732,2025-02-19 21:17:07.688006,Email,Escalated,AGENT_06,44.876077875501544,False
INT_000085,CUST_0815,2025-10-07 21:17:07.688006,Phone,Escalated,AGENT_13,2.7018762625719117,False
INT_000086,CUST_0374,2025-08-13 21:17:07.688006,Chat,Pending,AGENT_11,13.525861953236035,False
INT_000087,CUST_0854,2024-12-06 21:17:07.688006,Phone,Escalated,AGENT_02,0.5627536169363421,True
INT_000088,CUST_0405,2024-12-10 21:17:07.688006,Phone,Escalated,AGENT_05,85.423101011165,False
INT_000089,CUST_0997,2025-08-25 21:17:07.688006,Phone,Escalated,AGENT_17,4.137979145749749,False
INT_000090,CUST_0001,2025-08-27 21:17:07.688006,Email,Resolved,AGENT_01,16.707443087598755,False
INT_000091,CUST_0348,2025-07-14 21:17:07.688006,Email,Resolved,AGENT_02,9.699986529465168,False
INT_000092,CUST_0306,2025-01-22 21:17:07.688006,Phone,Pending,AGENT_17,2.1583193308544844,True
INT_000093,CUST_0207,2025-03-02 21:17:07.688006,Chat,Resolved,AGENT_19,35.019042304269846,False
INT_000094,CUST_0738,2024-12-27 21:17:07.688006,Chat,Resolved,AGENT_15,8.629793442426468,False
INT_000095,CUST_0308,2025-02-10 21:17:07.688006,Chat,Resolved,AGENT_10,29.747109655264598,False
INT_000096,CUST_0900,2025-06-01 21:17:07.688006,Phone,Resolved,AGENT_20,9.218804510560462,False
INT_000097,CUST_0053,2025-03-26 21:17:07.688006,Email,Resolved,AGENT_11,1.1834295746435255,True
INT_000098,CUST_0183,2024-11-15 21:17:07.688006,Email,Resolved,AGENT_08,2.9779947230943313,False
INT_000099,CUST_0281,2025-04-05 21:17:07.688006,Phone,Resolved,AGENT_18,13.817114461638102,False
INT_000100,CUST_0789,2025-10-12 21:17:07.688006,Email,Resolved,AGENT_06,1.928343202400288,False
INT_000101,CUST_0346,2025-09-01 21:17:07.688006,Email,Resolved,AGENT_13,5.8198918348491775,True
INT_000102,CUST_0047,2025-06-18 21:17:07.688006,Chat,Resolved,AGENT_11,38.05040319568392,True
INT_000103,CUST_0026,2024-12-29 21:17:07.688006,Phone,Resolved,AGENT_20,3.5234854677229985,False
INT_000104,CUST_0726,2025-10-03 21:17:07.688006,Chat,Resolved,AGENT_02,20.643434105847636,True
INT_000105,CUST_0312,2025-10-10 21:17:07.688006,Chat,Escalated,AGENT_11,11.392942535296035,True
INT_000106,CUST_0506,2024-12-27 21:17:07.688006,Chat,Resolved,AGENT_05,3.018600634698948,False
INT_000107,CUST_0273,2025-02-28 21:17:07.688006,Email,Resolved,AGENT_17,6.299399235056687,False
INT_000108,CUST_0394,2025-08-11 21:17:07.688006,Chat,Resolved,AGENT_04,11.553875449422339,False
INT_000109,CUST_0776,2025-02-23 21:17:07.688006,Email,Resolved,AGENT_06,34.485978994627175,False
INT_000110,CUST_0443,2024-12-06 21:17:07.688006,Phone,Resolved,AGENT_01,0.1134433473793172,False
INT_000111,CUST_0582,2025-06-27 21:17:07.688006,Email,Resolved,AGENT_09,1.2545356888800023,False
INT_000112,CUST_0040,2025-03-02 21:17:07.688006,Phone,Resolved,AGENT_02,12.870271382500757,False
INT_000113,CUST_0847,2025-06-05 21:17:07.688006,Phone,Resolved,AGENT_06,16.56839398022675,False
INT_000114,CUST_0847,2025-03-28 21:17:07.688006,Chat,Resolved,AGENT_12,3.4426609353526776,False
INT_000115,CUST_0836,2025-01-15 21:17:07.688006,Email,Resolved,AGENT_12,1.8297490821620317,False
INT_000116,CUST_0320,2025-09-09 21:17:07.688006,Chat,Resolved,AGENT_04,5.79910990910149,False
INT_000117,CUST_0902,2025-04-22 21:17:07.703622,Chat,Resolved,AGENT_10,69.01801967092986,False
INT_000118,CUST_0642,2025-07-25 21:17:07.703622,Email,Resolved,AGENT_17,1.8612889407625444,False
INT_000119,CUST_0550,2025-07-15 21:17:07.703622,Email,Escalated,AGENT_12,7.8768678358761335,False
INT_000120,CUST_0459,2025-06-02 21:17:07.703622,Email,Resolved,AGENT_01,20.270897297829332,False
INT_000121,CUST_0832,2024-11-02 21:17:07.703622,Email,Resolved,AGENT_14,24.10689361506195,False
INT_000122,CUST_0165,2025-10-12 21:17:07.703622,Email,Resolved,AGENT_04,5.701272055281614,False
INT_000123,CUST_0402,2024-12-25 21:17:07.703622,Chat,Resolved,AGENT_19,14.676543545693612,False
INT_000124,CUST_0575,2025-05-27 21:17:07.703622,Chat,Resolved,AGENT_15,7.264976135380669,False
INT_000125,CUST_0616,2025-07-05 21:17:07.703622,Chat,Resolved,AGENT_06,6.07033632237412,False
INT_000126,CUST_0554,2025-10-02 21:17:07.703622,Phone,Resolved,AGENT_07,12.76986907679854,False
INT_000127,CUST_0441,2025-07-12 21:17:07.703622,Chat,Resolved,AGENT_01,0.511613097867569,False
INT_000128,CUST_0522,2025-10-12 21:17:07.703622,Phone,Resolved,AGENT_06,11.533629909958554,False
INT_000129,CUST_0877,2025-03-15 21:17:07.703622,Chat,Resolved,AGENT_08,2.4363268488062424,False
INT_000130,CUST_0844,2025-04-27 21:17:07.703622,Chat,Resolved,AGENT_19,12.503678186871522,False
INT_000131,CUST_0283,2025-08-09 21:17:07.703622,Phone,Pending,AGENT_08,13.134135819548979,False
INT_000132,CUST_0815,2024-11-05 21:17:07.703622,Phone,Resolved,AGENT_13,2.2469360431264613,True
INT_000133,CUST_0993,2025-06-28 21:17:07.703622,Chat,Resolved,AGENT_12,12.490731959150965,False
INT_000134,CUST_0888,2024-12-28 21:17:07.703622,Chat,Resolved,AGENT_09,8.278117558842316,False
INT_000135,CUST_0296,2024-12-24 21:17:07.703622,Phone,Resolved,AGENT_14,4.035967590161099,True
INT_000136,CUST_0420,2025-04-18 21:17:07.703622,Phone,Resolved,AGENT_19,13.420706802436124,False
INT_000137,CUST_0969,2024-12-12 21:17:07.703622,Email,Escalated,AGENT_09,1.8201010044101176,False
INT_000138,CUST_0602,2025-08-03 21:17:07.703622,Phone,Resolved,AGENT_02,37.598953361452516,False
INT_000139,CUST_0955,2024-10-18 21:17:07.703622,Phone,Resolved,AGENT_07,2.7140774186873253,True
INT_000140,CUST_0161,2025-04-23 21:17:07.703622,Chat,Resolved,AGENT_18,16.339022955539836,True
INT_000141,CUST_0084,2024-10-21 21:17:07.703622,Email,Resolved,AGENT_08,10.46320298487339,False
INT_000142,CUST_0141,2025-03-16 21:17:07.703622,Chat,Resolved,AGENT_17,0.5585151278650825,False
INT_000143,CUST_0424,2025-09-28 21:17:07.703622,Email,Resolved,AGENT_15,11.250453559899306,False
INT_000144,CUST_0113,2025-06-25 21:17:07.703622,Chat,Resolved,AGENT_04,3.0120762931293825,False
INT_000145,CUST_0871,2025-06-08 21:17:07.703622,Email,Resolved,AGENT_14,11.216536445549576,False
INT_000146,CUST_0055,2025-01-02 21:17:07.703622,Chat,Resolved,AGENT_01,12.035145467794633,False
INT_000147,CUST_0983,2025-02-04 21:17:07.703622,Email,Resolved,AGENT_15,12.640151433630002,False
INT_000148,CUST_0604,2025-01-26 21:17:07.703622,Email,Resolved,AGENT_14,13.864745349897529,False
INT_000149,CUST_0912,2025-05-05 21:17:07.703622,Email,Resolved,AGENT_16,1.3640590704864428,False
INT_000150,CUST_0673,2025-05-19 21:17:07.703622,Phone,Resolved,AGENT_19,13.121530931165498,False
INT_000151,CUST_0514,2024-12-18 21:17:07.703622,Chat,Resolved,AGENT_02,6.766178737663484,True
INT_000152,CUST_0532,2025-01-29 21:17:07.703622,Email,Resolved,AGENT_09,8.593880926366682,False
INT_000153,CUST_0500,2024-11-09 21:17:07.703622,Chat,Resolved,AGENT_14,9.553358758181284,True
INT_000154,CUST_0882,2025-06-24 21:17:07.703622,Chat,Resolved,AGENT_02,15.055459979018046,False
INT_000155,CUST_0758,2025-01-12 21:17:07.703622,Phone,Pending,AGENT_13,17.626983686270897,False
INT_000156,CUST_0838,2025-05-24 21:17:07.703622,Chat,Escalated,AGENT_09,4.804219929041894,False
INT_000157,CUST_0153,2025-08-02 21:17:07.703622,Email,Resolved,AGENT_06,19.76185892017833,False
INT_000158,CUST_0749,2024-12-12 21:17:07.703622,Email,Escalated,AGENT_14,0.7215699643796583,True
INT_000159,CUST_0363,2025-04-07 21:17:07.703622,Email,Resolved,AGENT_11,5.109782879312189,False
INT_000160,CUST_0113,2025-04-13 21:17:07.703622,Email,Resolved,AGENT_02,7.578851705272955,False
INT_000161,CUST_0406,2025-08-09 21:17:07.703622,Chat,Resolved,AGENT_15,4.562539530083819,False
INT_000162,CUST_0491,2024-11-14 21:17:07.703622,Chat,Resolved,AGENT_02,14.645888680539457,False
INT_000163,CUST_0073,2025-03-30 21:17:07.703622,Email,Resolved,AGENT_11,13.680225470903459,False
INT_000164,CUST_0803,2025-06-08 21:17:07.703622,Email,Resolved,AGENT_19,4.764804224820481,False
INT_000165,CUST_0275,2025-07-08 21:17:07.703622,Email,Escalated,AGENT_17,45.00735979684144,False
INT_000166,CUST_0815,2025-10-05 21:17:07.703622,Chat,Escalated,AGENT_08,15.281056854705232,False
INT_000167,CUST_0485,2025-04-02 21:17:07.703622,Phone,Escalated,AGENT_12,3.750196936591835,False
INT_000168,CUST_0877,2025-09-21 21:17:07.703622,Email,Resolved,AGENT_07,110.15905032285163,False
INT_000169,CUST_0086,2025-02-09 21:17:07.703622,Email,Resolved,AGENT_07,5.293424471178192,False
INT_000170,CUST_0498,2024-12-06 21:17:07.703622,Phone,Resolved,AGENT_20,27.921409099486183,False
INT_000171,CUST_0490,2025-07-06 21:17:07.703622,Email,Resolved,AGENT_03,12.33781222419931,False
INT_000172,CUST_0131,2024-12-28 21:17:07.703622,Chat,Resolved,AGENT_12,12.744480316501594,False
INT_000173,CUST_0516,2024-11-02 21:17:07.703622,Chat,Resolved,AGENT_01,32.570424880864046,False
INT_000174,CUST_0894,2024-12-10 21:17:07.703622,Chat,Pending,AGENT_13,11.291455807043317,False
INT_000175,CUST_0739,2025-09-08 21:17:07.703622,Email,Resolved,AGENT_17,7.7107350393441125,False
INT_000176,CUST_0697,2025-01-18 21:17:07.703622,Phone,Pending,AGENT_10,1.4426973968993675,False
INT_000177,CUST_0340,2025-08-13 21:17:07.703622,Email,Resolved,AGENT_14,5.286037182979628,False
INT_000178,CUST_0146,2024-12-28 21:17:07.703622,Email,Resolved,AGENT_14,0.6922404784758378,True
INT_000179,CUST_0889,2024-11-07 21:17:07.703622,Email,Pending,AGENT_05,23.150891728133793,True
INT_000180,CUST_0710,2024-12-26 21:17:07.703622,Phone,Escalated,AGENT_11,35.10803807217937,False
INT_000181,CUST_0711,2025-08-26 21:17:07.703622,Email,Resolved,AGENT_19,10.782776288886618,False
INT_000182,CUST_0226,2024-12-08 21:17:07.703622,Email,Resolved,AGENT_03,26.24824258207564,False
INT_000183,CUST_0054,2025-08-31 21:17:07.703622,Email,Resolved,AGENT_20,79.2007465357456,True
INT_000184,CUST_0490,2025-04-22 21:17:07.703622,Chat,Pending,AGENT_03,25.37869504479473,False
INT_000185,CUST_0120,2025-07-20 21:17:07.703622,Chat,Resolved,AGENT_02,9.171630540089534,False
INT_000186,CUST_0635,2025-09-18 21:17:07.703622,Phone,Pending,AGENT_12,0.5409744140494864,False
INT_000187,CUST_0537,2025-01-29 21:17:07.703622,Chat,Resolved,AGENT_15,0.07642646718190128,False
INT_000188,CUST_0176,2025-07-19 21:17:07.703622,Chat,Pending,AGENT_16,17.245051913958733,True
INT_000189,CUST_0593,2025-06-25 21:17:07.703622,Chat,Resolved,AGENT_19,26.11721869416715,False
INT_000190,CUST_0866,2025-09-07 21:17:07.703622,Chat,Resolved,AGENT_06,11.048974177825492,False
INT_000191,CUST_0092,2024-10-29 21:17:07.703622,Email,Resolved,AGENT_13,27.211302759313988,False
INT_000192,CUST_0170,2024-10-26 21:17:07.703622,Chat,Resolved,AGENT_07,32.010003406393494,False
INT_000193,CUST_0761,2025-09-16 21:17:07.703622,Phone,Resolved,AGENT_11,3.8937127760944463,False
INT_000194,CUST_0082,2024-10-26 21:17:07.703622,Chat,Resolved,AGENT_12,0.0960952292612275,False
INT_000195,CUST_0046,2025-05-15 21:17:07.703622,Phone,Resolved,AGENT_02,15.077062919123257,False
INT_000196,CUST_0675,2024-11-25 21:17:07.703622,Email,Resolved,AGENT_09,49.44931916651499,False
INT_000197,CUST_0572,2024-11-16 21:17:07.703622,Phone,Resolved,AGENT_04,2.8629314091929454,False
INT_000198,CUST_0324,2025-03-12 21:17:07.703622,Email,Resolved,AGENT_17,13.090225936424456,False
INT_000199,CUST_0474,2025-06-19 21:17:07.703622,Email,Escalated,AGENT_15,52.04753496737626,False
INT_000200,CUST_0227,2025-10-10 21:17:07.703622,Email,Escalated,AGENT_15,10.060315123825202,False
INT_000201,CUST_0570,2025-09-21 21:17:07.703622,Email,Resolved,AGENT_04,8.331626851650512,False
INT_000202,CUST_0039,2025-01-19 21:17:07.703622,Chat,Resolved,AGENT_20,27.4837694619322,False
INT_000203,CUST_0084,2025-09-25 21:17:07.703622,Email,Escalated,AGENT_12,0.47704051590691554,False
INT_000204,CUST_0303,2024-10-25 21:17:07.703622,Chat,Resolved,AGENT_05,62.00655793697661,False
INT_000205,CUST_0892,2025-10-02 21:17:07.703622,Chat,Resolved,AGENT_17,15.818937883139844,False
INT_000206,CUST_0271,2025-03-23 21:17:07.703622,Chat,Resolved,AGENT_17,1.4338673808302234,True
INT_000207,CUST_0027,2025-04-26 21:17:07.703622,Chat,Resolved,AGENT_12,0.4960037002497857,False
INT_000208,CUST_0899,2025-09-01 21:17:07.703622,Chat,Resolved,AGENT_07,2.0061562367450763,False
INT_000209,CUST_0740,2025-10-08 21:17:07.703622,Email,Resolved,AGENT_02,23.959609350479425,False
INT_000210,CUST_0717,2025-03-22 21:17:07.703622,Email,Resolved,AGENT_18,9.80713273170019,False
INT_000211,CUST_0544,2025-10-06 21:17:07.703622,Chat,Escalated,AGENT_06,35.75996218373487,False
INT_000212,CUST_0691,2025-07-21 21:17:07.703622,Email,Resolved,AGENT_14,2.3059335325958794,False
INT_000213,CUST_0086,2025-07-17 21:17:07.703622,Chat,Resolved,AGENT_18,5.9281475399679024,False
INT_000214,CUST_0801,2025-02-26 21:17:07.703622,Email,Resolved,AGENT_20,6.642864013848819,False
INT_000215,CUST_0166,2024-10-23 21:17:07.703622,Email,Resolved,AGENT_15,3.3499706138677077,True
INT_000216,CUST_0305,2024-10-22 21:17:07.703622,Chat,Resolved,AGENT_06,13.54975276879897,False
INT_000217,CUST_0223,2025-09-06 21:17:07.703622,Chat,Escalated,AGENT_18,14.724630156701723,False
INT_000218,CUST_0111,2025-02-08 21:17:07.703622,Chat,Resolved,AGENT_16,11.897575243183942,False
INT_000219,CUST_0410,2025-10-14 21:17:07.703622,Email,Resolved,AGENT_14,1.2773234983343424,True
INT_000220,CUST_0087,2025-10-05 21:17:07.703622,Email,Escalated,AGENT_19,55.8615421415114,False
INT_000221,CUST_0904,2025-03-10 21:17:07.703622,Chat,Resolved,AGENT_19,2.6451974407752408,True
INT_000222,CUST_0723,2025-05-20 21:17:07.703622,Email,Resolved,AGENT_03,1.2756332213455086,False
INT_000223,CUST_0445,2025-07-16 21:17:07.703622,Chat,Resolved,AGENT_07,9.315829528101585,False
INT_000224,CUST_0159,2025-09-23 21:17:07.703622,Chat,Resolved,AGENT_12,21.89742715987545,False
INT_000225,CUST_0562,2025-04-23 21:17:07.703622,Chat,Resolved,AGENT_02,10.00251455398821,False
INT_000226,CUST_0418,2025-01-28 21:17:07.703622,Chat,Pending,AGENT_12,7.2639032421457355,False
INT_000227,CUST_0021,2025-03-06 21:17:07.703622,Email,Resolved,AGENT_16,13.814099730944294,False
INT_000228,CUST_0526,2024-11-17 21:17:07.703622,Chat,Resolved,AGENT_06,10.167314138303237,False
INT_000229,CUST_0828,2025-06-28 21:17:07.703622,Chat,Resolved,AGENT_20,13.482320140276178,True
INT_000230,CUST_0891,2024-11-06 21:17:07.703622,Phone,Resolved,AGENT_05,0.13607138061921323,False
INT_000231,CUST_0460,2025-05-06 21:17:07.703622,Phone,Resolved,AGENT_11,32.2749805054607,False
INT_000232,CUST_0592,2025-07-16 21:17:07.703622,Email,Escalated,AGENT_01,8.952122095413745,False
INT_000233,CUST_0972,2025-10-16 21:17:07.703622,Email,Resolved,AGENT_11,19.99995181184751,False
INT_000234,CUST_0165,2024-12-16 21:17:07.703622,Phone,Escalated,AGENT_15,30.40515939793504,False
INT_000235,CUST_0957,2024-11-17 21:17:07.703622,Email,Resolved,AGENT_20,0.7962155386551174,False
INT_000236,CUST_0035,2025-04-02 21:17:07.703622,Email,Resolved,AGENT_01,10.615837556570177,True
INT_000237,CUST_0490,2025-01-14 21:17:07.703622,Phone,Pending,AGENT_11,0.26298887650100566,False
INT_000238,CUST_0797,2025-04-15 21:17:07.703622,Chat,Resolved,AGENT_11,10.066282492632899,False
INT_000239,CUST_0852,2025-05-19 21:17:07.703622,Email,Resolved,AGENT_16,42.15617625409176,False
INT_000240,CUST_0008,2024-11-10 21:17:07.703622,Email,Resolved,AGENT_06,30.390474332902745,True
INT_000241,CUST_0802,2025-04-07 21:17:07.703622,Phone,Escalated,AGENT_10,0.2650681658662277,False
INT_000242,CUST_0538,2025-06-03 21:17:07.703622,Phone,Resolved,AGENT_08,23.8085703319091,False
INT_000243,CUST_0001,2025-05-23 21:17:07.703622,Phone,Escalated,AGENT_16,15.800267035308547,True
INT_000244,CUST_0220,2025-04-08 21:17:07.703622,Email,Pending,AGENT_09,75.1676406610417,False
INT_000245,CUST_0757,2025-08-01 21:17:07.703622,Email,Resolved,AGENT_02,7.76625117973054,False
INT_000246,CUST_0614,2025-09-28 21:17:07.703622,Phone,Resolved,AGENT_09,5.723205225559429,False
INT_000247,CUST_0641,2024-11-07 21:17:07.703622,Email,Resolved,AGENT_15,14.92224925843933,False
INT_000248,CUST_0143,2024-12-05 21:17:07.703622,Chat,Resolved,AGENT_17,8.81612521299118,True
INT_000249,CUST_0267,2024-10-27 21:17:07.703622,Email,Resolved,AGENT_02,9.340164225254211,False
INT_000250,CUST_0794,2024-11-23 21:17:07.703622,Chat,Resolved,AGENT_12,2.420003707526804,False
INT_000251,CUST_0975,2024-12-21 21:17:07.703622,Chat,Resolved,AGENT_06,20.608120054558416,False
INT_000252,CUST_0427,2025-09-26 21:17:07.703622,Email,Resolved,AGENT_15,1.1092241360176787,False
INT_000253,CUST_0804,2025-03-28 21:17:07.703622,Email,Resolved,AGENT_13,6.499237189598076,True
